max_vibr,max_f1,max_f2,max_f3,max_dist,min_vibr,min_dist,mean_vibr,mean_dist,std_vibr,std_dist,labels
790.0,228.0,631.0,614.0,86.0,0.0,38.0,137.7,52.86,161.5668592255231,17.24646050643436,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,134.62,52.86,159.20790055772986,17.246460506434357,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,128.99,52.87,146.93450888065746,17.239289428511835,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,125.88,52.87,140.12946014311194,17.239289428511835,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,124.69,52.89,138.47033581240424,17.22550144407994,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,124.0,52.86,137.91033318790872,17.24530080920597,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,124.95,52.77,138.86470933970227,17.278226182105616,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,125.58,52.37,139.25991383021892,17.058519865451395,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,126.19,52.13,139.43770616300313,17.047964687903363,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,127.37,51.71,139.78609766353733,16.797794498088134,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,129.08,51.35,140.19255900367892,16.63693180847959,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,130.62,50.93,139.98534066108493,16.360473709523205,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,131.94,50.51,139.44416947294712,16.06828864565234,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,134.72,50.19,139.55716248190203,15.915209706441193,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,142.34,49.97,152.2216949058182,15.888646890153987,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,149.42,49.59,161.61195376580284,15.617999231655764,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,154.04,49.18,163.86237640166215,15.323433035713636,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,157.16,48.82,163.86999237200203,15.086669612608341,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,159.12,48.44,163.68880719218404,14.797513304606284,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,160.12,48.02,163.64224882346247,14.401374934359566,0.0
790.0,223.0,631.0,614.0,86.0,0.0,38.0,160.36,47.62,163.63016347849808,14.059004232163815,0.0
790.0,223.0,631.0,614.0,86.0,0.0,38.0,160.05,47.34,163.65423153710387,13.908429098931336,0.0
790.0,223.0,631.0,614.0,86.0,0.0,38.0,158.96,47.12,163.74748364478765,13.864544709437808,0.0
790.0,223.0,631.0,614.0,86.0,0.0,38.0,156.75,46.99,163.69828190912693,13.850989134354267,0.0
790.0,223.0,631.0,614.0,86.0,0.0,38.0,153.94,46.83,163.6441150790336,13.838392247656518,0.0
790.0,223.0,631.0,614.0,86.0,0.0,38.0,149.11,46.66,160.9665738592954,13.804506510556614,0.0
762.0,223.0,631.0,614.0,86.0,0.0,38.0,141.21,46.8,148.1984004637027,14.048487463068755,0.0
